32,ผัดต้นผักกาดดอง,"# ผัดต้นผักกาดดอง
## เครื่องปรุง



- หมูหั่นแล้ว 1 ช้อนโต๊ะพูน

- ผักกาดดองหั่นแล้ว 3-4 ถ้วยชา

- ไข่ 1 ฟอง

- น้ำมันหมู 2 ช้อนโต๊ะ

- กระเทียม 3 กลีบ

- น้ำตาลทราย



## วิธีทำ



หมูหั่นบาง ๆ ชิ้นขนาด 3*4 เซนติเมตร หั่นผักกาดเป็นฝอยหยาบ ๆ ตักน้ำมันใส่กะทะ พอน้ำมันร้อนทุบกระเทียบใส่ พอกระเทียมหอมจึงใส่ผักกาด คนจนหายแฉะจึงใส่หมู พอหมูสุก เกลี่ยผักกาดให้แผ่เต็มกะทะ ต่อยไข่ใส่เขี่ยให้ไข่ขาวไข่แดงปนกันให้ทั่วกะทะ พอไข่สุกจึงกลับ คนพอทั่วโรยน้ำตาลตามชอบหวานมากหรือน้อยคนอีกครั้งหนึ่งก็ใช้ได้"
33,ยำขมิ้นขาวกับกุ้งเค็ม,"# ยำขมิ้นขาวกับกุ้งเค็ม
## เครื่องปรุง



- ขมิ้นขาวหั่นแฉลบบาง ๆ 1 ถ้วยชา

- กุ้งเค็ม (กุ้งตะเข็บต้มกับเกลือ) 1 ถ้วยชา

- กระเทียม

- มะนาว

- พริกขี้หนู

- พริกเหลือง

- น้ำปลาดี



## วิธีทำ



ขมิ้นขาวล้างสะอาดหั่นตามขวางหัวแฉลบบาง ๆ กุ้งเค็มถ้าไม่ชอบเปลือกก็ปอกเปลิอกออก กระเทียมซอยตามขวางหัวผสมเข้าด้วยกัน บีบมะนาว น้ำปลาดี บุบพริกใส่มากน้อยตามชอบ คนให้เข้ากัน ตักใส่ภาชนะ ถ้าชอบหวานเหยาะน้ำตาลเล็กน้อย"
34,เกี๊ยวกุ้ง,"# เกี๊ยวกุ้ง
📌ขั้นตอนการ หมักกุ้ง

กุ้ง 1 กิโลกรัม (ผ่าหลังเอาเส้นออก)

เหล้าจีน 1/2 ฝา

น้ำมันงา 1 ช้อนโต๊ะ

ผงปรุงรสปลายช้อน

พริกไทย (ตามชอบ)

จากนั้นหมักคลุกผสมให้เข้ากัน หมักไว้ 10 นาที

.

📌ขั้นตอนการหมักหมูเด้ง

หมูเด้งสำเร็จรูป 500 กรัม

เหล้าจีน 1 ฝา

น้ำมันงา 1 ช้อนโต๊ะ

พริกไทย (ตามชอบ)

จากนั้นหมักคลุกผสมให้เข้ากัน หมักไว้ 10 นาที



📌ใช้หัวกุ้ง ล้าง และนำมาคั่วกับน้ำมันนิดหน่อยให้หอมและมันในหัวกุ้งออก และใส่ลงไปในน้ำซุป น้ำซุปปรุงตามชอบ ใส่เล้งกระดูก กระเทียมทุบ รากผักชี พริกไทย น้ำกระเทียมดอง และใส่เหล้าจีนเพื่อความหอมสัก 4 ฝา"
35,ข้าวต้มน้ำวุ้น,"# ข้าวต้มน้ำวุ้น
## เครื่องปรุง



- ข้าวเหนียวข้าวสาร 4 ช้อนโต๊ะ

- น้ำตาลทราย 8 ช้อนโต๊ะ

- น้ำดอกไม้สด 1 ถ้วยชา

- ใบตอง 1 ใบ

- ไม้กลัด



## วิธีทำ



ซาวข้าวสารให้สะอาดแช่ไว้สัก 1 ชั่วโมง ล้างและเช็ดใบตองพับเป็นรูปสามเหลี่ยมตักข้าวเหนียวใส่ให้เต็ม ม้วนใบตองให้เป็นรูปสามเหลี่ยมให้แน่น ระวังอย่าให้มุมหลวม เมื่อหมดส่วนยาวของใบตองแล้ว ใช้ไม้กลัด ๆ ให้แน่น ใส่ลงในหม้อใส่น้ำพอท่วมตั้งไฟต้มเคี่ยว อย่าให้ไฟแรง เคี่ยวประมาณ 2 ชั่วโมง เมื่อสุกแล้วเช็ดน้ำให้แห้ง



ตวงน้ำตาลและน้ำดอกไม้ใส่ในกะทะทองหรือหม้อ พร้อมกับน้ำดอกไม้สดยกขึ้นตั้งไฟคนจนน้ำตาลละลาย แล้วปล่อยให้เดือดสักครู่ จึงยกลงกรองด้วยผ้าขาวบางพักไว้ให้เย็น เมื่อเวลาจะรับประทานตักสาคูใส่ชาม ตักน้ำเชื่อมใส่พอท่วมใส่น้ำแข็ง"
36,หมี่หน้าเนื้อ,"# หมี่หน้าเนื้อ
## เครื่องปรุง



- เส้นหมี่ 6 แผ่น

- เนื้อเค็มต้ม (ตามวิธีที่เขียนไว้แล้ว) หั่นแล้ว 2 ช้อนโต๊ะ

- แป้งมันสำปะหลัง 1 ช้อนโต๊ะ

- หัวหอม 6 หัว

- มะเขือเทศผลใหญ่ 1 ผล

- เนยแข็งป่น 2 ช้อนโต๊ะ

- น้ำมันหมู

- เกลือ

- พริกไทย

- พริกชี้ฟ้าแดงหั่นแช่น้ำส้ม



## วิธีทำ



ลวกเส้นหมี่ผึ่งไว้ ปอกหัวหอมหั่นบาง ๆ ผ่ามะเขือเทศแล้วหั่นตามขวางบาง ๆ หั่นเนื้อตามขวางเส้น ตักน้ำมันหมูใส่กะทะ พอน้ำมันหมูร้อนใส่หัวหอม ผัดพอหอมนุ่มใส่เนื้อแป้งละลายน้ำประมาณ 1 ถ้วยชา และมะเขือเทศ ปรุงรสเกลือ พริกไทย ถ้าแห้งไปก็เติมน้ำอีกพอควร แล้วตักขึ้นเหลือไว้ในกระทะบ้างพอควร ใส่เส้นหมี่ที่ลวกไว้เคล้าให้ทั่ว (ระวังอย่าให้เส้นขาดจะเละ) โรยเนยแข็งลงสักเล็กน้อยเคล้าให้ทั่วอีกครั้ง แล้วตักใส่ภาชนะราดเนื้อที่ผัดไว้ให้ทั่ว โรยเนยแข็ง รับประทานกับน้ำส้มแช่พริก (ถ้าชอบ)"
37,ขนมสาลี่โคโก้,"# ขนมสาลี่โคโก้
## เครื่องปรุง



- น้ำตาล 1 ถ้วย

- ไข่เป็ดขนาดกลาง 4 ฟอง (หรือไข่ไก่ขนาดกลาง 5 ฟอง)

- แป้งสาลีแร่แล้ว 1 ถ้วย

- โคโก้ 2 ช้อนกาแฟ

- ลูกเกดนิดหน่อย



## วิธีทำ



ตีน้ำตาลกับไข่ ให้ฟูมากที่สุด (ยิ่งตีให้ขึ้นมากเท่าไรยิ่งดี) จนฟูเป็นสีขาว ใส่แป้งและโคโก้ลงเคล้าให้เข้ากันเร็ว ๆ แล้วรีบเทลงในถาดที่รองไว้ด้วยกระดาษแก้วธรรมดา (ไม่ใช่ใสแจ๋ว) โรยลูกเกด แล้วนึ่งบนไฟแรง ๆ ประมาณ 30 นาที แล้วเทคว่ำหน้าลง รีบลอกกระดาษแก้วออกโดนเร็ว กระดาษจะออกหมด



หรือถ้าเวลาจะเทลงพิมพ์กลม ควรปูกระดาษลงในถาดให้กระดาษสูงกว่าถาดเล็กน้อยเพื่อสะดวกในการยกขนมออก"
38,สาคูเปียก,"# สาคูเปียก
## เครื่องปรุง



- สาคูเม็ดเล็ก 1/2 ถ้วยชา

- น้ำตาลทราย 1/2 ถ้วยชา

- หัวกะทิ 6 ช้อนโต๊ะ

- น้ำดอกไม้สด 1 1/2 ช้อนชา



## วิธีทำ



เลือกสาคูให้หมดผง ใส่ชามล้างน้ำคนให้ผงลอยแล้วรีบรินน้ำทิ้งให้หมด ใส่กะทะตวงน้ำดอกไม้สดใส่ ยกขึ้นตั้งไฟ ต้มให้สาคูสุก (ให้หมดไตขาว) แล้วใส่น้ำตาลคนจนน้ำตาลละลายเข้ากันดีแล้วยกลงใช้ได้ คั้นหัวกะทิกรองด้วยผ้าใส่ลงในถ้วยใส่เกลือเล็กน้อย



**หมายเหตุ** สาคูเปียกนี้จะใช้รับประทานกับถั่วดำต้มน้ำตาลก็ได้ โดยไม่ต้องใช้หัวกะทิ"
39,ห่อหมกไข่,"# ห่อหมกไข่
## เครื่องปรุง



- ไข่ต้ม 2 ฟอง

- ไข่จืด 2 ฟอง

- แป้งข้าวจ้าวแห้ง 1 ช้อนโต๊ะ

- มะพร้าวขูด 1 1/2 ถ้วยชา

- ปลีกล้วย 2 ปลี

- ใบยก 15 ใบ

- เย็บกระทง 5 มุม

- รอบปากขนาดเส้นผ่าศูนย์กลาง 10 เซนติเมตร จำนวน 6 ใบ

- พริกแห้ง 5 เม็ด

- หัวหอม 10 หัว

- กระเทียม 5 กลีบ

- ตะไคร้หั่น 2 ช้อนโต๊ะ

- ข่า 5 แว่น

- รากผักชี 7 ราก

- ผิวมะกรูด 4 เซนติเมตร

- กะชาย 3 ราก

- หัวเปราะ 3 แว่น

- พริกไทย 5 เม็ด

- น้ำปลาดี 7 ช้อนชา

- ใบมะกรูด 3 ใบ

- ผักชี 2 ต้น

- ใบหอม 2 ต้น



## วิธีทำ



ฉีกพริกแห้งล้าง หั่นตะไคร้ ปอกหอมกระเทียม ขูดกะชายล้างหั่น รวมเครื่องทั้งหมดใส่ครกโขลกจนละเอียดดีแล้ว ตักน้ำใส่หม้อตั้งไฟพอเดือดพล่าน ปอกและผ่าปลีกล้วยใส่ลงปิดฝาพอสุกใช้ได้ ตักขึ้นผ่าเป็น 4 เสี้ยว แล้วหั่นตามขวางขนาด 2 เซนติเมตร คั้นกะทิข้น ๆ ตักใส่ภาชนะเล็ก ๆ ที่ตั้งไฟสัก 4 ช้อนโต๊ะ ตั้งไฟคอยคนจนเดือดเก็บไว้หยอดหน้า ที่เหลืออยู่ช้อนหัวกะทิใส่อ่างกวนห่อหมก หัวปลีที่หั่นไว้บีบน้ำให้แห้งใส่ลงในอ่างกะทิ คนใช้หัวปลีกดูดน้ำกะทิพอควรแล้วจึงใส่น้ำพริกลงกวนจนเข้ากันดีแล้วต่อยไข่เค็มลงชามแยกไข่แดงไข่ขาว ผ่าไข่แดงเป็นลูกละ 8 ชิ้น ส่วนไข่ขาวนวดกับแป้งข้าวจ้าวเข้ากันดี ใส่ลงคนกับหัวปลีพร้อมทั้งไข่แดงและไข่จืด คนเบา ๆ มือพอให้เข้ากันเท่านั้น (ระวังอย่ามากถ้าไข่ขึ้นนึ่งแล้วหน้าไม่สวย) ชิมตามชอบ ถ้ายังไม่เค็มก็เติมน้ำเคยดีตามชอบ หั่นใบยอให้ค่อนข้างเล็ก (เลื่อยกระดูกกลางออกเสียก่อนจึงหั่น) ใส่ก้นกระทงตามชอบ ตักห่อหมกใส่ให้เต็มราดหัวกะทิ หั่นใบมะกรูด ต้นหอมผักชีโรยตามชอบ"
40,แกงยา,"# แกงยา
## เครื่องปรุง



- ปลาซ่อนย่าง 1 ถ้วยชา

- พริกแห้ง 1/2 เมล็ด

- หัวหอม 7 หัว

- ปลากุเลาเค็มปิ้งแกะ 1 ช้อนโต๊ะ

- กะปิ 1 ช้อนชา

- ไพล 5 แว่นบาง ๆ

- น้ำปลา 2 ช้อนโต๊ะ

- น้ำ 2 1/2 ถ้วยชา

- ใบชะพลู 1/2 ถ้วยชา



## วิธีทำ



ล้างพริก แช่น้ำ โขลกให้ละเอียด แล้วใส่เครื่องทั้งหมดลงโขลกให้ละเอียดละลายในน้ำตั้งไฟให้เดือด ล้างใบชะพลูให้สะอาด หั่นฝอยละเอียดใส่ลงในชามแกง แล้วตักน้ำแกงจืดเดือด ๆ ใส่ น้ำแกงจะใสกว่าน้ำยานิดหน่อย รับประทานร้อน ๆ"
41,เนื้อเครื่องเทศทอด,"# เนื้อเครื่องเทศทอด
## เครื่องปรุง



- เนื้อโคขนาด 6*8 เซนติเมตร ประมาณ 6-8 ชิ้น

- ลูกผักชีครึ่งช้อนโต๊ะ

- ยี่หร่าครึ่งช้อนชา

- พริกไทย 5 เม็ด

- น้ำปลาดี หรือน้ำซีอิ้ว 2 ช้อนโต๊ะ

- น้ำตาล 1/2 ช้อนโต๊ะ

- น้ำส้ม 2 ช้อนโต๊ะ

- น้ำมันหมู 1 ช้อนโต๊ะ



## วิธีทำ



ล้างลูกผัก ยี่หร่า พริกไทย คั่วให้หอมแล้วป่นไม่ต้องละเอียดนัก โรยลงบนเนื้อแล้วใส่น้ำปลา เคล้าจนน้ำปลาแห้ง ตักน้ำมันหมูใส่กะทะตั้งไฟให้ร้อนจัด ใส่เนื้อลงพอสุกรีบกลับละลายน้ำส้มกับน้ำตาลราดลงบนเนื้อ รีบคนแล้วตักขึ้นใส่ชาม



**หมายเหตุ** ทำเนื้อชนิดนี้ต้องระวังอย่าให้สุกมากเกินไป"
42,ขนมต้มแดง,"# ขนมต้มแดง
## เครื่องปรุง



- แป้งข้าวเหรียวขาว 5 ช้อนโต๊ะ

- น้ำตาลโตนดหรือน้ำตาลทราย 1/2 ถ้วยชา

- มะพร้าว 1/2 ถ้วยชา

- ถั่วเขียวหรือถั่วทองคั่ว 1 ช้อนชาพูน

- น้ำดอกไม้สด 4 ช้อนโต๊ะ

- น้ำ



## วิธีทำ



ใช้น้ำนวดแป้งให้นุ่ม แล้วปั้นเป็นก้อนกลม ๆ ขนาด 1 เซนติเมตร กดให้แบน ตักน้ำใส่กะทะตั้งไฟ พอน้ำเดือดใส่แป้งที่ปั้นเอาไว้ลงไป พอแป้งลอย ตักขึ้นล้างน้ำเย็น เคี่ยวน้ำตาลด้วยน้ำดอกไม้สด น้ำตาลละลายแล้วกรองด้วยผ้าขาวบาง คืนใส่กะทะตามเดิม ใส่มะพร้าว ลงกวนจนเหนียว แล้วใส่แป้งที่ต้มไว้คนให้ทั่ว ยกลงตักใส่จานโรยถั่ว"
43,ปลาอบ,"# ปลาอบ
## เครื่องปรุง



- ปลาหัวกะโปรง (กะพงจุด) ปลาคลุมพุก หรือปลาเกล็ดแข็งชนิดอื่น ๆ ก็ได้ น้ำหนักประมาณ 1 กิโลกรัม 1 ตัว

- ขิงอ่อนหั่น 1 ช้อนหวาน

- เต้าเจี้ยว 2 ช้อนโต๊ะ

- หอมหัวใหญ่หั่นละเอียด 2 ช้อนโต๊ะ

- กระเทียมหั่น 2 ช้อนโต๊ะ

- มันหมูหั่นละเอียด 1 ถ้วย

- น้ำพริกเผา 1 ช้อนชา

- น้ำปลาซีอั๊วขาว 1/2 ช้อนโต๊ะ

- น้ำตาลทราย 1 ช้อนชา

- น้ำมันหมู 1 ช้อนหวาน

- น้ำชุบกระดูกไก่ 2 ช้อนโต๊ะ



## วิธีทำ



ล้างปลาให้หมดเมือก แล่ผ่าปลาตามยาวออกเป็นสองซีก เอาไส้ออกให้หมดแล้วล้างด้วยน้ำผสมมะนาวทั้งให้น้ำตก ใส่ลงในภาชนะที่ทาด้วยน้ำมันหมู สำหรับอบ ให้เกล็ดปลาอยู่ข้างบน แล้วโขลกขิงกับกระเทียมให้ละเอียด ใส่เต้าเจี้ยวลงบุบพอเต้าเจี้ยวละเอียด ใส่หอมใหญ่ บุบไปด้วยแล้วตักขึ้นใส่ภาชนะ ผสมด้วยน้ำพริกเผา น้ำปลาซี้อิ้วขาว น้ำตาลทราย และมันหมู เคล้าให้เข้ากัน ตักเกลี่ยลงให้มิดและให้ทั่วตัวปลา เทน้ำชุบลงไปข้างตัวปลา แล้วเข้าอบในเตาใช้ความร้อน 450 ดีกรี ประมาณ 1 ชั่วโมง จนหนังปลากรอบหอม รับประทานกับน้ำจิ้ม



### น้ำจิ้ม



น้ำส้ม พริกไทยป่น น้ำตาล เกลือ กระเทียมหั่นละเอียด ผักซีทั้งก้านและใบหั่นละเอียดพอสมควร"
44,ตับตุ๋น,"# ตับตุ๋น
## เครื่องปรุง



- ตับหมูบดละเอียด 1 ถ้วยชา

- เนื้อหมูบดละเอียด 1/2 ถ้วยชา (อย่าให้มีมันหมูติด)

- กล่ำปลีต้มสับละเอียด 1/4 ถ้วยชา

- หัวผักกาดแดง (บีทรู้ด) 1 หัวใหญ่

- หัวผักกาดเหลือง (แคร็อท) 1 หัวใหญ่

- เกลือป่น พริกไทย ลูกจันทร์ป่น 1 ช้อนเกลือ เนย



## วิธีทำ



ผสม ตับหมูบด เนื้อหมูบด กล่ำปลีสับละเอียดเข้าด้วยกัน ปรุงรสด้วยเกลือป่น พริกไทยป่น, ลูกจันทร์ป่น คนด้วยช้อนให้เข้ากันดี ใช้ชามแก้วทนไฟหรือพิมพ์ขนาดบรรจุส่วนผสมทั้งหมดลงพอดี ทาเนยที่ภาชนะที่จะใส่ส่วนผสมให้ทั่วค่อนข้างหนา ตักส่วนผสมทั้งหมดใส่ลงในพิมพ์ นึ่ง 20 นาที เทออกจากพิมพ์ลงในภาชนะ แต่งด้วยหัวผักกาดแดง หัวผักกาดเหลืองหั่นฝอยต้มเปื่อย รับประทานร้อน ๆ"
45,ไก่หยอง,"# ไก่หยอง
เนื้อไก่ที่ต้มซุป เลือกใช้แต่เนื้อแท้ไม่ให้มีหนังหรือเอ็นปน ใส่กะทะทองหรือกะทะดินเผา ใส่ซีอิ้ว น้ำตาล มีน้ำแฉะ ๆ ชิมรสให้เค็มหวานพอดี อย่าให้หวานมาก คนด้วยพายหรือช้อนไม้ คนไปยีไปจนเป็นปุย (อย่าให้ไฟแรง) จนแห้งกรอบใช้ได้"
46,สลัดหมูกรอบ,"# สลัดหมูกรอบ
## เครื่องปรุง



- เนื้อหมู 1/2 กิโลกรัม

- หัวหอม 3 หัว

- สายบัว (ในบ่อ)

- แตงกวา

- มะเขือเทศ

- น้ำส้ม

- น้ำตาล

- เกลือ

- พริกไทย

- น้ำมันหมู



## วิธีทำ



ใช้ผ้าชุบน้ำบิดให้แห้งเช็ดก้อนเนื้อหมูให้สะอาด แล้วทาเกลือ พริกไทย ตักน้ำมันใส่กะทะสัก 1 ช้อนโต๊ะ พอกะทะร้อนใส่ก้อนเนื้อหมูลง ใช้ผ้าปิดไว้ ควรระวังพอเหลืองให้กลับให้อีกข้างหนึ่งเหลือง หั่นหัวหอมบาง ๆ เขี่ยก้อนหมูแอบข้างกะทะ ใส่หอมลงเจียวพอเหี่ยวเขี่ยก้อนเนื้อหมูลงที่ ใส่น้ำลงเล็กน้อยอย่าให้ท่วม แล้วปิดฝาตั้งไฟอย่าให้ร้อนจัด ค่อย ๆ เติมน้ำทีละน้อย และปิดฝาไว้จนหมูนุ่ม (อย่าให้เปื่อยมากนักจะหั่นไม่งาม) ปอกสายบัวหักเป็นท่อนยาวประมาณ 1 คืบ ลอกเยื่อให้หมดแช่น้ำไว้ ล้างแตงกวาแล้วผ่า 2 ซีก (หรือจะจักตามยาวพอเป็นริ้วก่อนจึงหั่นก็ได้) หั่นตามขวางบาง ๆ หั่นสายบัวเฉียง ๆ บาง ๆ มะเขือเทศล้างแล้วหั่นตามขวาง เนื้อหมูก็เฉือนออกตามยาวเส้นเนื้อ (พอต้องการ) หั่นตามขวางเนื้อเป็นแผ่นบาง ๆ และอย่าให้กระจายจากกัน หั่นออกจากทางมือที่จับก้อนเนื้อไว้แล้วให้แผ่นเนื้อล้มไปทางมือที่ถือมีด ให้เอนทับกันเป็นพืดต่อกันเช่นรูปเดิม แล้วจัดลงจานสำหรับสลัดให้งามน่ารับประทาน เมื่อจะรับประทานจึงราดน้ำสลัด



**วิธีผสมน้ำสลัด** ตักน้ำมันหมู 2 ช้อนโต๊ะ เกลือ 1 ช้อนชา น้ำตาล 1 ช้อนโต๊ะพูน พริกไทย 1/2 ช้อนเกลือ ใส่ชามคนเกลือน้ำตาลให้เข้ากันกับน้ำมันหมู ค่อย ๆ เติมน้ำส้มไปคนไปจนเกลือน้ำตาลละลายหมด และรสเปรี้ยวพอดีกับหวานและเค็ม



**หมายเหตุ** เนื้อหมูที่ยังเหลืออยู่เก็บไว้ทำสตู หรืออะไรอย่างอื่นต่อไปในมื้ออื่นได้นานหลายวัน แต่ต้องคอยอุ่นทุกวัน (ตุ๋น) เพราะไม่มีตู้เย็น สลัดนี้ไม่ได้แปลกอะไร แต่จะแสดงว่าสายบัวนั้นใช้ทำสลัดได้ดี ใส่ให้มากกว่าของอื่นแทนผักกาดหอม ผักกาดแก้วอร่อยดีมาก เราใช้ยำพล่าอะไรกับใบสะระแหน่ดีเหมือนกัน บางทีเรายำใส่หัวหอม กุ้งแห้งป่น พริกเผา น้ำปลาดี มะนาว (แทนแตงกวา) อร่อยดี ผักบุ้งสายบัวนี้ เราทำอะไร ๆ หลายอย่างเข่น เราทำพะโล้ผักบุ้งกับเต้าหู้เหลือง รับประทานกับน้ำส้มผสมน้ำปลาซีอิ๊ว พริกแดง ผักชี เป็นต้น"
47,ไข่ดาว,"# ไข่ดาว
## วิธีทำอย่างที่ 1



ตักน้ำมันใส่กะทะ ค่อย ๆ ต่อยไข่ (ใส่ลงในน้ำมัน) ระวังอย่าให้ไข่แดงแตกแล้วจึงยกกะทะขึ้นตั้งไฟ พอน้ำมันร้อนใช้ตะหลิวตักน้ำมันราดหน้า พอไข่ขาวสุกเป็นวุ้นก็ใช้ได้



## วิธีทำอย่างที่ 2



ตักน้ำมันใส่กะทะขึ้นตั้งไฟ พอน้ำมันร้อนจัด จึงต่อยไข่ใส่ ใช้ตะหลิวตักน้ำมันราดหน้าจนไข่ขาวข้างบนสุกข้างล่างเหลืองใช้ได้ ของที่ใช้รับประทานกับไข่ดาวมีหลายอย่าง



## วิธีแต่ง



ราน้ำมันซีอิ้วบนไข่ดาว มันฝรั่งฝานบาง ๆ หรือขนมปังสดหั่นสี่เหลี่ยมลูกบาศก์ทอด หรือใช้หมูสับละเอียด หอมใหญ่ฝอยผัดใส่น้ำส้ม น้ำปลา น้ำตาล แล้วราดลงบนไข่"
48,ยอดแคผัดกรอบ,"# ยอดแคผัดกรอบ
## เครื่องปรุง



- ยอดแค 1 กำ

- กระเทียมประมาณ 3 หัว

- น้ำมันรำ

- ซีอิ้ว



## วิธีทำ



รูดใบแคออก ล้างทิ้งไว้จนสะเด็ดน้ำ ทอดให้กรอบ แล้วตักขึ้นจากะทะให้หมดน้ำมัน ทุบกระเทียมสับให้ละเอียด เจียวให้เหลือง ตักน้ำมันขึ้นให้หมด เอาใบแคใส่ผัดกับกระเทียมเอาซี้อิ้วเทลงข้าง ๆ กะทะแล้วเคล้าให้เข้ากัน ใช้รับประทานเป็นของเค็มคล้ายปลาผัด (ถ้าชอบหวาน จะใส่น้ำตาลบ้างก็ได้)



**หมายเหตุ** ใบแคต้องล้างก่อน รดสบัดน้ำให้แห้ง ผึ่งไว้ให้น้ำแห้งจึงรูด มิฉะนั้นเวลาทอดน้ำมันจะกระเด็น"
49,ข้าวชวา,"# ข้าวชวา
## เครื่องปรุง



- ไก่อ่อน 1 ตัว

- มะพร้าว 1/2 กิโลกรัม

- ผงกะหรี่ 1 ช้อนชา

- ใบกระวาน 2 -3 ใบ

- เนื้อพะแนง 3 ชิ้นขนาด 6*8 เชนติเมตร

- เนื้อเค็มทอดฟู 2 ชิ้นขนาด 5*7 เชซนติเมตร

- ไข่เค็มต้ม 3 ฟอง

- ถั่วงอก (ถั่วเหลือง) ผัดกะทิ 1/2 ถ้วย

- ถั่วเมล็ดกลม (ถั่วแขกแห้ง) ต้มแล้วผัดกะทิ 1/2 ถ้วย

- แตงร้านอ่อนใหม่ ๆ 1 ผลขนาดกลาง

- พริกแดง 3 เม็ด

- เกลือป่น 1 ช้อนชา



## วิธีทำ



ล้างไก่ให้สะอาด แล้วตัดเป็นท่อนโต ๆ คั้นกะทิให้ได้น้ำท่ามชิ้นไก่ใส่หม้อพร้อมกันยกขึ้นตั้งไฟพอเดือด ใส่ผงกะหรี่ ใบกระวานเคี่ยวต่อไปจนไก่เปื่อยยกลง ภาชนะที่จะใส่ควรจัดเป็นจานก้นลึกหรือชามมะนาวตัด หรือจานเชิง จานเด็ดช่องให้พอเหมาะสำหรับสิ่งต่าง ๆ เหล่านั้น เนื้อพะแนงหั่นเล็ก ๆ บาง ๆ ใส่จานหนึ่ง เนื้อทอด 1 จาน ไข่เค็มต้มปอก ผ่าเป็นชิ้นตัดไข่ขาวออกเสียบ้างจัดใส่ 1 จาน ถั่วงอก 1 จาน ถั่วเมล็ด 1 จาน แตงร้าน 1 จาน มีถ้วยเล็ก ๆ ใส่พริกโขลกกับเกลือ จัดใส่ถาดกลม มีชามใหญ่ใส่ไก่ต้มตั้งกลาง (ไก่นั้นใส่เฉพาะเนื้อหั่นหรือฉีกเล็ก ๆ ตักน้ำใส่ให้มากหน่อย) รับประทานได้ 6 คน



วิธีรับประทาน ตักข้าวใส่จานพอควรตักเครื่องต่าง ๆ ใส่ในจานอย่างละเล็ก ๆ น้อย ๆ แล้วตัดไก่ต้มใส่ให้โชก คลุกเมื่อรับประทานจึงใช้แตงร้านจิ้มพริกกับเกลือแกล้ม



พะแนง เนื้อโคต้องใช้เปื่อย ๆ ห้ามล้าง ให้ใช้ผ้าขาวบางชุบน้ำบิดแห้งเช็ดแล้ววางบนเขียงใช้ซ่อมเหล็กสักให้ทั่วทั้งชิ้นทั้ง 2 ข้าง จนเนื้อนุ่ม คั่นกะทิใส่หม้อให้พอดีที่จะเคี่ยวเนื้อจนเปี่อย แช่เนื้อไว้ในกะทิสัก 10 นาที ยกขึ้นตั้งไฟ (ไม่ต้องแรงนัก) เคี่ยวไปจนเนื้อจวนเปื่อย จึงตักเครื่องปรุงลงละลายในน้ำกะทินั้น และเคี่ยวไปจนน้ำกะทิแห้งเป็นน้ำขลุกขลิกปรุงรสเมื่อขณะเคี่ยวนั้น และต้องคอยตักน้ำแกงราดเนื้อไปเรื่อย ๆ ให้เครื่องปรุงจับเนื้อน่ารับประทาน แล้วตักขึ้นหั่นบาง ๆ ตามขวางชิ้น อย่าให้กระจาย ใช้เรียงชิ้นกันให้น่าดูแล้วตักน้ำแกงราดหน้าอีกให้น่ารับประทาน



เนื้อเต็มทอด แช่ชิ้นเนื้อเค็มในน้ำเย็น พอให้อ่อนตัวก่อน จึงปิ้งไฟอ่อน ๆ พอเห็นว่าสุก อย่าให้ถึงกรอบก็วางบนเชียงทุบให้นุ่มเป็นปุย (ถ้าทุบไม่ออกก็ปิ้งอีกและทุบต่อไปอีก) ตักน้ำมันใส่กะทะตั้งทอดให้กรอบ ตักขึ้นใส่จานโรยน้ำตาลทรายละเอียดกำลังร้อน ๆ ให้ทั่วชิ้น ตักใส่จาน



ถั่วงอก เด็ดรากออก ตักน้ำใส่หม้อต้มพอเดือด ใส่ถั่วงอกคนพอทั่วยกหม้อขึ้นเทใส่กระชอนตักกะทิสัก 1 ทัพพี ใส่กะทะใส่ถั่วงอกที่ลวกแล้วลงคน พอกะทิจับก็ตักใส่จาน



เมล็ดถั่ว ซาวถั่วเก็บกากให้หมดสะอาดดีแล้วใส่หม้อใส่น้ำให้พอดี ถั่วสุกก็น้ำแห้ง ตักขึ้นผัดกับกะทิเล็กน้อย แล้วใส่จาน



แตงร้าน ปอกผิวบาง ๆ ผ่าฝานเมล็ดออก จะแกะสลักให้สวยงามก็ได้แช่น้ำเย็นให้กรอบ ๅ ดี จัดใส่จาน



พริกแดง ล้างสะอาดแล้วโขลกกับเกลือให้ละเอียด ตักใส่ถ้วย"
